"price","square_feet","bedrooms","bathrooms","cityname","state"
865,648,1,1,1245,45
830,648,1,1,1245,45
800,648,1,1,1278,15
785,648,1,1,648,16
765,648,1,1,836,11
690,648,1,1,373,13
675,648,1,1,1068,45
550,648,1,1,648,16
2440,649,1,1,794,5
1186,649,1,1,305,6
1153,649,1,1,305,6
1115,649,1,1,1102,4
1115,649,1,1,1040,38
1099,649,1,1,251,15
1075,649,1,1,1272,10
975,649,1,1,352,45
928,649,1,1,1040,38
799,649,1,1,1493,50
2895,650,1,1,1448,5
2795,650,1,1,1175,5
2500,650,2,1,618,32
2395,650,1,1,794,5
2395,650,1,1,423,5
2195,650,1,1,1287,49
2076,650,1,1,1180,49
2000,650,2,1,786,5
1878,650,1,1,841,5
1800,650,1,1,1250,5
1800,650,1,1,794,5
1800,650,1,1,77,21
1793,650,1,1,1180,49
1786,650,1,1,70,45
1695,650,1,1,1248,5
1685,650,1,1,906,24
1645,650,1,1,1530,5
1635,650,1,1,1174,49
1565,650,1,1,786,5
1549,650,1,1,1440,5
1505,650,1,1,794,5
1500,650,2,1,811,50
1495,650,2,1,786,5
1485,650,1,1,560,21
1483,650,1,1,377,23
1475,650,1,1,1181,5
1463,650,1,1,370,6
1456,650,0,1,1310,21
1448,650,3,2,96,45
1429,650,1,1,692,49
1425,650,1,1,1085,32
1421,650,1,1,692,49
1421,650,1,1,692,49
1421,650,1,1,692,49
1421,650,1,1,692,49
1391,650,1,1,417,49
1375,650,1,1,1239,24
1325,650,1,1,906,24
1299,650,1,1,398,28
1250,650,1,1,799,20
1246,650,2,1,16,47
1229,650,1,1,1137,39
1229,650,1,1,1137,39
1195,650,1,1,70,45
1194,650,1,1,70,45
1185,650,1,1,635,45
1175,650,1,1,70,45
1169,650,1,1,906,24
1150,650,1,1,1240,10
1150,650,1,1,1179,35
1140,650,1,1,70,45
1138,650,1,1,70,45
1129,650,1,1,180,24
1100,650,4,1,405,23
1100,650,1,1,1102,4
1100,650,1,1,1243,46
1095,650,1,1,635,45
1091,650,1,1,635,45
1075,650,1,1,831,32
1064,650,1,1,364,11
1060,650,1,1,70,45
1055,650,2,1,280,37
1039,650,3,1,397,11
1035,650,1,1,1405,39
1015,650,1,1,906,24
1009,650,1,1,628,24
999,650,1,1,1318,11
995,650,1,1,682,25
995,650,1,1,1168,20
990,650,1,1,70,45
985,650,1,1,1245,45
980,650,1,1,70,45
975,650,1,1,1245,45
975,650,1,1,530,4
975,650,1,1,1102,4
975,650,1,1,70,45
970,650,1,1,142,14
960,650,1,1,1240,10
950,650,2,1,682,25
950,650,1,1,70,45
950,650,1,1,811,50
925,650,1,1,811,50
925,650,1,1,1323,32
920,650,1,1,811,50
906,650,1,1,747,45
905,650,1,1,53,45
900,650,1,1,259,28
900,650,1,1,1179,35
899,650,1,1,70,45
895,650,1,1,1323,32
890,650,2,1,1505,16
890,650,1,1,35,1
880,650,1,1,70,45
870,650,1,1,243,45
850,650,1,1,280,37
850,650,1,1,1043,30
850,650,1,1,1439,11
850,650,1,1,280,37
850,650,1,1,280,37
849,650,1,1,1043,30
835,650,1,1,949,46
835,650,0,1,273,15
830,650,1,1,243,45
825,650,1,1,1315,46
820,650,1,1,704,28
800,650,1,1,989,47
795,650,2,1,1531,17
795,650,1,1,1095,15
795,650,1,1,259,28
785,650,1,1,918,40
705,650,1,1,1408,37
690,650,1,1,635,45
675,650,1,1,939,23
675,650,1,1,373,13
675,650,1,1,352,45
650,650,1,1,782,16
650,650,1,1,265,49
645,650,1,1,1043,30
640,650,1,1,373,13
635,650,1,1,745,17
630,650,1,1,292,37
627,650,1,1,437,37
625,650,1,1,1043,30
625,650,1,1,1236,25
620,650,1,1,722,16
620,650,1,1,452,37
615,650,1,1,1066,18
585,650,1,1,1423,38
579,650,1,1,244,13
550,650,1,1,1313,43
535,650,1,1,772,23
1912,651,1,1,70,45
1795,651,1,1,1248,5
1410,651,1,1,16,47
1295,651,1,1,1180,49
1293,651,1,1,70,45
1125,651,1,1,139,16
1120,651,1,1,746,11
1043,651,1,1,70,45
1034,651,1,1,746,11
1033,651,1,1,352,45
790,651,1,1,305,6
787,651,1,1,904,50
714,651,1,1,635,45
709,651,2,1,1109,37
2318,652,2,1,530,5
1780,652,1,1,957,44
1332,652,1,1,370,6
1245,652,1,1,904,50
1231,652,1,1,243,45
1212,652,1,1,733,45
1185,652,1,1,366,50
1103,652,1,1,70,45
983,652,1,1,1245,45
975,652,1,1,1295,17
878,652,1,1,1100,45
809,652,1,1,352,45
809,652,1,1,352,45
774,652,1,1,352,45
679,652,1,1,352,45
660,652,1,1,352,45
630,652,1,1,1434,15
590,652,1,1,994,25
1403,653,1,1,61,11
1240,653,1,1,1245,45
1215,653,1,1,1040,38
979,653,1,1,70,45
975,653,1,1,968,45
809,653,1,1,637,45
1665,654,1,1,1204,21
1125,654,1,1,521,45
1050,654,2,1,1112,40
1025,654,1,1,70,45
1025,654,1,1,1254,45
1025,654,1,1,243,45
985,654,1,1,635,45
900,654,1,1,70,45
865,654,1,1,1348,25
849,654,1,1,1102,4
585,654,1,1,1080,3
1700,655,1,1,61,11
1130,655,1,1,70,45
1089,655,1,1,1381,11
1050,655,3,1,918,40
1000,655,0,1,794,5
955,655,1,1,1245,45
875,655,1,1,1043,30
700,655,2,1,918,40
625,655,1,1,306,42
1814,656,1,1,1204,21
1120,656,1,1,70,45
884,656,1,1,53,45
815,656,1,1,14,33
646,656,1,1,877,14
425,656,1,1,670,44
2125,657,1,1,70,45
1525,657,1,1,70,45
1299,657,1,1,904,50
1188,657,1,1,1158,28
1090,657,1,1,70,45
1068,657,1,1,398,28
1030,657,1,1,70,45
965,657,1,1,70,45
862,657,1,1,773,11
2202,658,1,1,957,44
1695,658,1,1,148,49
1653,658,1,1,70,45
1575,658,3,1,784,31
1125,658,1,1,70,45
1081,658,1,1,352,45
889,658,1,1,1356,23
1920,659,1,1,1335,20
1770,659,1,1,1335,20
1720,659,1,1,1335,20
1515,659,1,1,592,32
1495,659,1,1,576,7
1475,659,1,1,592,32
1395,659,1,1,786,5
1291,659,1,1,635,45
1265,659,1,1,1551,28
1010,659,1,1,521,45
1010,659,1,1,529,21
695,659,1,1,1245,45
555,659,1,1,635,45
4200,660,1,1,1249,5
2250,660,1,1,1470,8
1905,660,1,1,352,45
1560,660,1,1,70,45
1530,660,2,1,70,45
1510,660,1,1,34,5
1500,660,2,1,415,24
1470,660,1,1,505,5
1450,660,1,1,595,5
1450,660,1,1,906,24
1395,660,1,1,149,6
1345,660,1,1,370,6
1309,660,1,1,635,45
1300,660,1,1,814,10
1299,660,1,1,1403,6
1180,660,2,1,251,15
1165,660,1,1,70,45
1150,660,1,1,70,45
1067,660,1,1,156,10
1035,660,1,1,748,45
999,660,1,1,1511,24
982,660,1,1,70,45
955,660,2,1,878,17
950,660,1,1,293,37
905,660,1,1,635,45
900,660,2,1,77,21
900,660,1,1,635,45
895,660,1,1,458,29
890,660,1,1,70,45
885,660,1,1,136,45
855,660,1,1,123,13
849,660,1,1,635,45
806,660,1,1,1043,30
793,660,1,1,648,16
780,660,1,1,1313,43
760,660,1,1,1313,43
745,660,1,1,563,28
740,660,1,1,1313,43
730,660,1,1,904,50
678,660,1,1,352,45
650,660,1,1,462,3
650,660,1,1,789,45
629,660,1,1,1408,37
615,660,1,1,866,44
600,660,1,1,2,45
575,660,1,1,84,19
2990,661,1,1,377,23
2885,661,1,1,1086,5
1583,661,2,1,875,49
1332,661,1,1,944,49
1320,661,2,1,177,50
1048,661,1,1,635,45
1037,661,1,1,1343,45
930,661,1,1,683,45
862,661,1,1,288,45
655,661,1,1,1236,25
2996,662,3,1,668,32
2750,662,1,1,794,5
981,662,1,1,70,45
855,662,1,1,1245,45
845,662,1,1,1040,38
835,662,1,1,918,40
816,662,1,1,84,19
1590,663,1,1,70,45
1528,663,1,1,875,49
1475,663,1,1,1324,32
1355,663,2,1,1188,47
1290,663,1,1,352,45
1156,663,2,1,1187,45
1117,663,1,1,1158,28
1045,663,1,1,734,49
896,663,1,1,635,45
877,663,1,1,96,45
754,663,1,1,307,16
2000,664,1,1,1285,5
1585,664,3,1,1101,40
1385,664,2,1,904,50
1275,664,1,1,70,45
1180,664,1,1,909,16
1079,664,1,1,1219,45
1056,664,1,1,529,21
1056,664,1,1,529,21
950,664,1,1,70,45
927,664,1,1,96,45
895,664,1,1,1102,4
817,664,1,1,96,45
775,664,1,1,1245,45
671,664,1,1,1469,16
475,664,1,1,901,11
2016,665,1,1,778,5
1935,665,1,1,794,5
1865,665,1,1,794,5
1588,665,1,1,807,49
1115,665,1,1,70,45
1090,665,1,1,521,45
985,665,1,1,1219,45
965,665,1,1,234,28
869,665,1,1,186,45
849,665,1,1,369,45
811,665,1,1,763,18
790,665,1,1,31,13
751,665,1,1,1040,38
699,665,1,1,251,15
625,665,1,1,36,42
605,665,1,1,477,50
600,665,1,1,251,15
1998,666,1,1,70,45
984,666,1,1,448,45
883,666,1,1,448,45
575,666,1,1,635,45
3444,667,1,1,1249,5
3087,667,1,1,1249,5
2165,667,1,1,794,5
1629,667,1,1,1018,15
1425,667,1,1,104,49
1295,667,1,1,251,15
1170,667,1,1,1089,45
1049,667,1,1,1388,10
919,667,1,1,690,11
915,667,1,1,741,35
895,667,1,1,741,35
835,667,1,1,1245,45
2624,668,2,1,147,20
2300,668,1,1,1031,5
1415,668,1,1,70,45
1285,668,1,1,1038,45
1260,668,1,1,463,49
1260,668,1,1,70,45
1125,668,1,1,70,45
1125,668,1,1,268,47
1069,668,1,1,462,28
999,668,1,1,1505,16
969,668,1,1,369,45
925,668,1,1,1245,45
695,668,1,1,800,45
640,668,1,1,572,26
615,668,1,1,848,37
1295,669,1,1,480,24
1260,669,1,1,1131,49
1230,669,1,1,1243,46
1100,669,1,1,682,25
1026,669,2,1,398,28
875,669,1,1,1043,30
2280,670,1,1,147,20
2250,670,1,1,104,49
2140,670,2,1,794,5
1650,670,1,1,573,32
1500,670,1,1,370,6
1210,670,1,1,820,31
1200,670,1,1,370,6
1135,670,1,1,1245,45
1100,670,1,1,1475,13
1095,670,1,1,70,45
1095,670,1,1,70,45
1089,670,1,1,635,45
1000,670,1,1,1236,25
925,670,1,1,1043,30
890,670,1,1,259,28
870,670,1,1,398,28
830,670,1,1,70,45
829,670,1,1,1411,45
775,670,1,1,682,25
685,670,1,1,352,45
615,670,1,1,1043,30
560,670,1,1,1423,38
400,670,1,1,1305,19
2182,671,1,1,1470,8
2017,671,1,1,70,45
1778,671,2,1,447,39
1606,671,1,1,606,47
1436,671,1,1,1188,47
1330,671,1,1,941,32
899,671,1,1,1245,45
899,671,1,1,1245,45
769,671,1,1,360,37
2490,672,1,1,794,5
2250,672,1,1,74,49
1860,672,1,1,70,45
1690,672,2,1,70,45
1625,672,1,1,70,45
1600,672,1,1,1180,49
1515,672,1,1,277,5
1395,672,1,1,352,45
1265,672,2,1,1102,4
1140,672,1,1,70,45
1135,672,1,1,70,45
1098,672,1,1,492,45
1055,672,1,1,53,45
1045,672,1,1,53,45
965,672,1,1,70,45
940,672,1,1,1179,35
905,672,1,1,352,45
850,672,1,1,70,45
847,672,1,1,398,28
635,672,1,1,805,47
450,672,1,1,1408,37
428,672,1,1,682,25
2798,673,1,1,794,5
2600,673,1,1,794,5
1579,673,1,1,500,21
1546,673,0,1,53,47
1534,673,1,1,904,50
1370,673,1,1,1236,25
995,673,1,1,70,45
985,673,1,1,748,45
950,673,2,1,1434,15
862,673,1,1,280,37
720,673,1,1,1199,24
700,673,1,1,1305,19
1655,674,1,1,1388,10
1618,674,1,1,807,49
1451,674,1,1,70,45
1300,674,1,1,1243,46
1175,674,1,1,305,6
1025,674,1,1,1245,45
892,674,1,1,1158,28
875,674,1,1,53,45
850,674,2,1,1342,49
791,674,1,1,352,45
3495,675,1,1,1249,5
3050,675,1,1,794,5
1895,675,1,1,794,5
1880,675,1,1,483,10
1875,675,1,1,1287,49
1780,675,1,1,689,49
1780,675,1,1,700,49
1745,675,2,1,918,40
1715,675,1,1,921,5
1555,675,1,1,68,6
1516,675,1,1,700,49
1506,675,1,1,700,49
1470,675,1,1,449,15
1440,675,1,1,1147,32
1436,675,1,1,700,49
1345,675,1,1,1246,5
1295,675,2,1,842,49
1275,675,1,1,1236,25
1275,675,1,1,1115,32
1250,675,1,1,61,11
1220,675,1,1,1245,45
1200,675,1,1,1115,32
1190,675,1,1,1115,32
1190,675,1,1,1115,32
1150,675,1,1,552,23
1150,675,1,1,1115,32
1127,675,1,1,1551,28
1095,675,2,1,62,32
979,675,1,1,1457,47
962,675,1,1,904,50
945,675,1,1,811,50
932,675,1,1,635,45
915,675,1,1,70,45
875,675,2,1,482,6
850,675,1,1,1473,1
840,675,1,1,722,16
800,675,2,1,307,37
794,675,1,1,775,3
695,675,1,1,1475,13
695,675,2,1,569,13
645,675,1,1,1494,50
640,675,2,1,450,16
620,675,1,1,635,45
595,675,2,1,908,29
485,675,1,1,824,50
1125,676,1,1,307,37
960,676,1,1,1245,45
950,676,1,1,1219,45
870,676,1,1,31,13
855,676,2,1,1043,30
785,676,1,1,1166,43
785,676,1,1,360,37
725,676,1,1,360,37
2033,677,1,1,957,44
1677,677,1,1,692,49
1391,677,1,1,352,45
1315,677,1,1,1148,41
1215,677,1,1,65,49
1027,677,1,1,70,45
900,677,1,1,70,45
800,677,1,1,741,35
3795,678,2,2,1249,5
2200,678,1,1,451,20
2089,678,1,1,1248,5
2075,678,2,1,273,15
1789,678,1,1,352,45
1750,678,2,1,1137,39
1665,678,1,1,352,45
1468,678,1,1,1158,28
1400,678,1,1,1329,20
1372,678,1,1,70,45
1109,678,1,1,635,45
1104,678,1,1,635,45
1035,678,1,1,352,45
1000,678,1,1,1245,45
890,678,1,1,96,45
860,678,2,1,1434,15
815,678,1,1,563,28
717,678,1,1,1574,38
1675,679,1,1,906,24
1600,679,1,1,811,50
1265,679,1,1,70,45
1245,679,1,1,370,6
1225,679,1,1,370,6
1095,679,1,1,75,5
3952,680,1,1,147,20
2840,680,1,1,1175,5
2349,680,1,1,1086,5
1835,680,1,1,794,5
1795,680,1,1,1287,49
1424,680,1,1,53,47
1325,680,1,1,417,49
1310,680,1,1,417,49
1227,680,1,1,807,49
1186,680,1,1,807,49
1179,680,1,1,370,6
1080,680,1,1,394,11
1075,680,1,1,61,11
1059,680,1,1,968,45
1050,680,1,1,1281,36
1045,680,1,1,70,45
1035,680,1,1,35,1
1025,680,1,1,1457,47
1025,680,1,1,1457,47
985,680,1,1,352,45
975,680,2,1,35,1
975,680,1,1,741,35
951,680,1,1,762,45
950,680,3,1,46,44
930,680,1,1,968,45
913,680,1,1,1245,45
900,680,1,1,741,35
890,680,1,1,1245,45
830,680,1,1,88,26
800,680,2,1,1541,37
795,680,1,1,352,39
785,680,1,1,259,28
750,680,0,1,44,7
720,680,1,1,662,10
700,680,1,1,36,16
680,680,1,1,648,16
653,680,1,1,85,23
650,680,1,1,1097,16
605,680,1,1,306,25
575,680,1,1,278,44
550,680,1,1,1064,25
1440,681,1,1,162,49
1240,681,1,1,644,21
1175,681,1,1,644,21
1175,681,1,1,644,21
1005,681,1,1,70,45
858,681,1,1,775,3
2329,682,1,1,668,32
1675,682,1,1,494,5
1645,682,1,1,505,5
1615,682,1,1,161,5
1414,682,1,1,352,45
1205,682,1,1,734,6
1190,682,1,1,635,45
1180,682,1,1,70,45
1165,682,1,1,1262,10
1075,682,1,1,954,15
635,682,1,1,1412,17
415,682,1,1,976,40
1450,683,1,1,1556,47
1180,683,1,1,70,45
1130,683,1,1,1397,21
1100,683,1,1,306,25
1015,683,1,1,70,45
928,683,1,1,1057,17
785,683,1,1,223,15
1450,684,2,1,1451,7
1299,684,1,1,743,21
1240,684,1,1,70,45
939,684,1,1,53,45
2720,685,2,1,668,32
2465,685,1,1,794,5
1987,685,1,1,1226,5
1735,685,1,1,1287,49
1695,685,1,1,307,37
1650,685,1,1,1444,5
1489,685,0,1,635,45
1399,685,1,1,451,49
1395,685,2,1,370,6
1360,685,1,1,776,6
1180,685,1,1,352,45
1150,685,2,1,682,25
1099,685,1,1,1505,16
1050,685,1,1,1243,46
1050,685,1,1,305,6
1050,685,1,1,305,6
998,685,1,1,1245,45
905,685,1,1,1359,11
895,685,1,1,1199,24
850,685,1,1,381,29
775,685,1,1,1043,30
671,685,1,1,1047,45
1575,686,1,1,582,21
1324,686,1,1,273,15
1240,686,2,1,370,6
1185,686,1,1,70,45
1120,686,1,1,1219,45
1020,686,1,1,529,21
805,686,1,1,635,45
627,686,1,1,648,16
1470,687,1,1,1239,24
1430,687,1,1,1556,47
1390,687,1,1,352,45
1345,687,1,1,16,47
1017,687,1,1,1158,28
1005,687,1,1,1245,45
949,687,1,1,1243,46
2420,688,1,1,794,5
1345,688,1,1,352,45
1319,688,1,1,644,21
1196,688,1,1,1187,45
1179,688,1,1,305,6
1179,688,1,1,305,6
1095,688,1,1,820,7
1050,688,1,1,70,45
1020,688,1,1,1145,40
938,688,1,1,302,11
930,688,1,1,741,35
829,688,1,1,109,28
2750,689,1,1,668,32
2450,689,1,1,990,20
2117,689,1,1,104,49
1820,689,1,1,453,47
1762,689,1,1,692,49
1749,689,1,1,372,21
1679,689,1,1,372,21
1670,689,1,1,1287,49
1258,689,1,1,90,45
1080,689,1,1,1254,45
962,689,1,1,70,45
927,689,1,1,497,18
925,689,1,1,1387,10
875,689,1,1,1313,43
2200,690,1,1,53,47
2095,690,1,1,794,5
1839,690,1,1,70,45
1322,690,1,1,613,39
1295,690,1,1,904,50
1240,690,1,1,826,45
1200,690,1,1,1049,39
1010,690,1,1,1245,45
1000,690,1,1,70,45
965,690,3,1,1100,45
950,690,1,1,722,16
895,690,1,1,1245,45
879,690,1,1,70,45
850,690,1,1,363,17
825,690,1,1,635,45
814,690,2,1,53,45
800,690,1,1,1245,45
750,690,1,1,1571,28
715,690,1,1,953,45
698,690,1,1,139,16
545,690,2,1,1348,25
2200,691,1,1,1256,5
1140,691,1,1,682,25
1045,691,1,1,957,44
1029,691,1,1,746,11
1019,691,1,1,746,11
986,691,1,1,682,25
2305,692,1,1,1470,8
1772,692,1,1,70,45
1745,692,1,1,352,45
1435,692,1,1,904,50
1185,692,1,1,904,50
1106,692,1,1,448,45
1063,692,1,1,96,45
1058,692,1,1,96,45
1020,692,1,1,70,45
1001,692,1,1,70,45
1000,692,1,1,70,45
996,692,1,1,1446,49
994,692,1,1,70,45
985,692,1,1,70,45
979,692,1,1,70,45
908,692,1,1,352,45
900,692,1,1,968,45
890,692,1,1,70,45
890,692,1,1,448,45
829,692,0,1,635,45
750,692,1,1,1313,43
746,692,1,1,1040,38
725,692,1,1,1313,43
2475,693,1,1,794,5
1595,693,1,1,1137,39
1195,693,1,1,906,24
1060,693,1,1,70,45
985,693,1,1,70,45
2350,694,1,1,1528,36
1799,694,1,1,352,45
1695,694,1,1,786,5
1695,694,1,1,700,49
1509,694,1,1,370,6
1490,694,1,1,370,6
970,694,1,1,682,25
925,694,1,1,1102,4
845,694,1,1,1236,25
820,694,1,1,31,13
2390,695,1,1,1004,5
1957,695,1,1,806,32
1937,695,1,1,1559,5
1600,695,1,1,70,45
1525,695,1,1,385,10
1177,695,1,1,500,21
1105,695,1,1,708,45
1065,695,3,1,997,47
915,695,1,1,1102,4
800,695,1,1,836,11
736,695,2,1,1104,43
725,695,1,1,280,37
600,695,1,1,1047,45
475,695,2,1,850,29
3030,696,1,1,668,32
2237,696,1,1,1470,8
1800,696,0,1,53,47
1755,696,1,1,974,7
1660,696,3,1,811,50
1598,696,2,1,173,36
1355,696,1,1,352,45
1220,696,1,1,70,45
1025,696,2,1,904,50
978,696,1,1,1158,28
915,696,1,1,70,45
800,696,1,1,1343,45
795,696,2,1,31,13
719,696,1,1,259,28
1750,697,1,1,751,31
1740,697,1,1,751,31
1655,697,1,1,1243,46
1565,697,1,1,811,50
1170,697,1,1,1446,49
1155,697,1,1,748,45
1155,697,1,1,70,45
1090,697,1,1,1446,49
945,697,1,1,255,28
925,697,1,1,70,45
920,697,1,1,1030,40
837,697,1,1,1408,37
834,697,1,1,1245,45
1695,698,1,1,1270,5
1279,698,1,1,1040,38
1259,698,1,1,1040,38
1259,698,1,1,1040,38
1259,698,1,1,1040,38
1200,698,1,1,70,45
1084,698,1,1,280,37
1028,698,1,1,1370,45
990,698,1,1,48,28
1190,699,1,1,70,45
670,699,1,1,999,38
3730,700,1,1,1249,5
2800,700,1,1,1264,5
2600,700,1,1,700,49
2500,700,1,1,377,23
2450,700,2,1,117,5
2450,700,1,1,1121,5
2395,700,2,1,1031,5
2350,700,2,1,1031,5
2350,700,2,1,117,5
2350,700,2,1,117,5
2325,700,1,1,794,5
2250,700,2,1,1031,5
2100,700,1,1,1376,5
2100,700,1,1,1265,5
2095,700,1,1,1031,5
2095,700,1,1,794,5
2034,700,1,1,530,5
2025,700,1,1,273,15
1995,700,1,1,794,5
1950,700,1,1,668,32
1925,700,1,1,1470,8
1900,700,1,1,257,42
1850,700,1,1,1183,20
1825,700,1,1,1413,5
1807,700,1,1,1522,32
1795,700,1,1,1301,5
1695,700,1,1,55,5
1695,700,1,1,277,5
1689,700,2,1,770,32
1668,700,1,1,1555,20
1668,700,1,1,1174,49
1615,700,1,1,161,5
1600,700,1,1,169,32
1600,700,1,1,1287,49
1600,700,1,1,740,36
1595,700,1,1.5,1287,49
1595,700,3,1,811,50
1570,700,1,1,906,24
1550,700,2,1,273,15
1544,700,1,1,70,45
1495,700,1,1,1239,24
1479,700,1,1,70,45
1475,700,1,1,628,24
1475,700,1,1,1375,5
1475,700,1,1,692,49
1466,700,1,1,692,49
1463,700,1,1,692,49
1455,700,1,1,528,7
1450,700,2,1,273,15
1445,700,1,1,692,49
1441,700,1,1,692,49
1425,700,1,1,273,15
1399,700,1,1,692,49
1398,700,1,1,338,21
1395,700,1,1,1239,24
1395,700,2,1,595,5
1350,700,1,1,689,49
1335,700,1,1,944,49
1320,700,1,1,1287,49
1295,700,2,1,387,31
1280,700,1,1,1226,5
1275,700,2,1,273,15
1275,700,1,1,807,49
1275,700,1,1,370,6
1270,700,1,1,273,15
1259,700,1,1,370,6
1245,700,1,1,682,25
1235,700,1,1,734,6
1230,700,1,1,246,6
1200,700,1,1,70,45
1175,700,1,1,1102,4
1150,700,1,1,21,39
1145,700,1,1,600,5
1145,700,1,1,1167,31
1131,700,1,1,70,45
1130,700,1,1,811,50
1105,700,1,1,70,45
1105,700,1,1,280,37
1095,700,1,1,635,45
1095,700,1,1,529,21
1095,700,1,1,1137,39
1090,700,1,1,1082,15
1080,700,2,1,307,37
1079,700,1,1,517,45
1076,700,1,1,398,28
1075,700,1,1,70,45
1065,700,1,1,370,6
1065,700,1,1,370,6
1050,700,1,1,70,45
1050,700,1,1,1245,45
1050,700,1,1,167,7
1050,700,1,1,820,31
1045,700,1,1,1455,15
1040,700,2,1,1430,49
1040,700,2,1,307,37
1039,700,1,1,139,24
1035,700,1,1,1245,45
1030,700,1,1,70,45
1030,700,1,1,1053,10
1028,700,2,1,1240,10
1025,700,1,1,892,45
1019,700,1,1,1123,24
1015,700,1,1,1245,45
1014,700,1,1,70,45
1013,700,1,1,836,11
1011,700,1,1,70,45
999,700,1,1,373,13
999,700,1,1,70,45
995,700,1,1,1348,25
995,700,1,1,118,23
995,700,1,1,682,25
995,700,1,1,1137,39
985,700,1,1,635,45
980,700,1,1,1502,7
975,700,2,1,352,45
975,700,1,1,662,10
965,700,1,1,31,13
965,700,1,1,1277,11
965,700,1,1,411,24
950,700,1,1,1101,40
950,700,1,1,1219,45
949,700,2,1,635,45
940,700,1,1,741,35
935,700,1,1,1239,24
930,700,1,1,229,45
925,700,1,1,280,37
924,700,1,1,1318,11
905,700,1,1,70,45
905,700,1,1,1542,9
904,700,1,1,699,45
900,700,1,1,741,35
900,700,1,1,682,17
895,700,1,1,805,47
895,700,1,1,682,25
895,700,1,1,1323,32
880,700,2,1,305,6
875,700,2,1,13,36
850,700,2,1,487,10
850,700,1,1,910,17
850,700,1,1,549,6
849,700,1,1,979,10
842,700,1,1,70,45
840,700,1,1,1231,50
839,700,2,1,280,37
825,700,1,1,1043,30
825,700,1,1,1432,40
825,700,1,1,1542,9
824,700,1,1,1245,45
823,700,1,1,146,28
795,700,1,1,1043,30
785,700,1,1,1043,30
775,700,1,1,1317,19
775,700,1,1,53,48
775,700,2,1,352,45
770,700,1,1,1030,40
750,700,2,1,997,30
750,700,1,1,882,19
750,700,1,1,1550,7
745,700,1,1,1043,30
730,700,2,1,739,23
725,700,2,1,1423,38
725,700,1,1,84,19
725,700,2,1,31,13
722,700,1,1,416,38
718,700,1,1,104,30
715,700,1,1,682,25
705,700,1,1,855,40
700,700,2,1,1059,38
700,700,1,1,1057,17
695,700,2,2,552,23
692,700,1,1,1057,17
690,700,1,1,31,13
680,700,1,1,534,40
675,700,1,1,1043,30
665,700,1,1,1043,30
655,700,1,1,855,40
630,700,1,1,914,2
600,700,1,1,93,45
600,700,1,1,1236,25
595,700,1,1,1236,25
595,700,1,1,1040,38
459,700,1,1,1423,38
450,700,2,1,587,23
2000,701,1,1,1259,5
1680,701,0,1,53,47
1622,701,1,1,1388,10
1495,701,1,1,1558,49
1335,701,1,1,1241,39
1165,701,1,1,556,45
1054,701,1,1,492,45
960,701,1,1,1112,40
914,701,1,1,233,28
900,701,1,1,1420,4
687,701,1,1,83,23
675,701,1,1,789,45
640,701,1,1,789,45
1620,702,1,1,34,5
1455,702,1,1,352,45
1255,702,1,1,785,6
1122,702,1,1,352,45
999,702,1,1,1219,45
950,702,1,1,1348,25
949,702,1,1,70,45
945,702,1,1,491,16
860,702,1,1,530,4
848,702,1,1,635,45
625,702,2,1,218,37
600,702,1,1,31,13
3503,703,1,1,147,20
1581,703,1,1,70,45
1460,703,2,1,589,7
1175,703,1,1,142,14
1024,703,1,1,284,23
1000,703,1,1,259,28
990,703,1,1,53,45
965,703,1,1,53,45
830,703,1,1,1245,45
825,703,1,1,908,29
3608,704,1,1,1249,5
2795,704,2,1,988,5
1806,704,1,1,70,45
1406,704,1,1,182,6
1209,704,1,1,451,49
1099,704,1,1,70,45
1000,704,1,1,811,50
819,704,1,1,53,45
729,704,1,1,450,16
645,704,1,1,1531,17
595,704,2,1,403,24
2495,705,1,1,794,5
2350,705,1,1,1326,20
1842,705,1,1,1522,32
1811,705,2,1,1348,32
1750,705,1,1,1174,49
1720,705,0,1,53,47
1666,705,2,1,1348,32
1656,705,1,1,957,44
1355,705,1,2,77,21
1150,705,1,1,433,21
1000,705,1,1,70,45
935,705,1,1,469,16
885,705,1,1,635,45
872,705,1,1,1245,45
779,705,1,1,763,18
718,705,1,1,635,45
2140,706,1,1,70,45
1620,706,1,1,1112,40
1211,706,1,1,957,44
1048,706,1,1,1216,11
991,706,1,1,1216,11
973,706,1,1,968,45
935,706,1,1,1291,45
679,706,1,1,706,16
2950,707,1,1,1031,5
2050,707,1,1,1257,5
1995,707,1,1,786,5
1365,707,1,1,811,50
1130,707,1,1,1241,39
999,707,1,1,1158,28
875,707,1,1,1245,45
831,707,1,1,1040,38
570,707,1,1,1355,15
1570,708,1,1,1161,5
1465,708,1,1,931,5
1370,708,1,1,904,50
1334,708,1,1,1179,35
1295,708,1,1,1102,4
1199,708,1,1,70,45
1186,708,1,1,70,45
1152,708,1,1,1040,38
1120,708,1,1,691,50
1030,708,2,1,811,50
995,708,1,1,671,13
976,708,1,1,797,37
958,708,1,1,635,45
938,708,1,1,635,45
810,708,1,1,31,13
810,708,1,1,31,13
1840,709,1,1,897,7
1795,709,1,1,406,32
1565,709,1,1,1556,47
1269,709,1,1,1053,10
1174,709,1,1,1053,10
1090,709,1,1,70,45
900,709,1,1,1254,45
870,709,1,1,31,13
