amenities,bathrooms,bedrooms,pets_allowed,square_feet,cityname,state,monthly_price
"cable or satellite,parking,refrigerator",1,1,none,500,west lafayette,in,525
"dishwasher,refrigerator",1,0,none,500,lexington,ky,510
"parking,refrigerator",1,1,none,500,corsica,sd,501
"clubhouse,dishwasher,garbage disposal,parking,pool,refrigerator,tennis",1,4,"cats,dogs",500,birmingham,al,495
NA,1,1,none,500,minot,nd,495
"cable or satellite,parking,refrigerator",1,2,"cats,dogs",500,kansas city,mo,495
"ac,refrigerator",2,1,"cats,dogs",500,new kensington,pa,475
NA,1,1,none,500,mobile,al,365
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,2,"cats,dogs",501,boston,ma,2501
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator,storage,tv",1,1,"cats,dogs",501,madison,wi,1405
"dishwasher,parking,pool",1,1,none,501,austin,tx,885
"cable or satellite,dishwasher,elevator,internet access,parking,refrigerator",1,1,"cats,dogs",502,portland,or,1275
NA,1,2,"cats,dogs",502,null,null,1259
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,refrigerator",1,3,cats,502,bloomington,in,949
"dishwasher,patio/deck,pool",1,2,"cats,dogs",502,phoenix,az,935
"ac,parking",1,1,cats,502,lakewood,oh,625
NA,1,2,"cats,dogs",503,los angeles,ca,2195
"dishwasher,elevator,garbage disposal,parking,patio/deck,refrigerator,storage",1,0,"cats,dogs",503,washington,dc,1675
"basketball,fireplace,gym,hot tub,patio/deck,pool,storage,tennis,washer dryer",1,1,none,503,austin,tx,841
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator",1,1,cats,504,cambridge,ma,2750
NA,2,3,none,504,euless,tx,1554
NA,1,1,"cats,dogs",504,springfield,va,1260
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator",1,1,none,504,champaign,il,950
NA,1,2,"cats,dogs",504,denton,tx,889
NA,1,2,"cats,dogs",504,greenville,sc,795
"fireplace,parking",1,1,"cats,dogs",504,anchorage,ak,785
NA,1,1,none,504,euless,tx,742
"patio/deck,pool",1,1,"cats,dogs",504,houston,tx,680
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",504,houston,tx,540
pool,1,0,"cats,dogs",505,bethesda,md,1934
"dishwasher,playground",1,1,"cats,dogs",505,leonia,nj,1626
NA,1,2,none,505,seattle,wa,1450
"basketball,cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,internet access,parking,pool,refrigerator,storage",1,1,"cats,dogs",505,clinton,ma,1375
NA,1,2,none,505,austin,tx,1138
"patio/deck,pool",1,1,none,505,austin,tx,1093
dishwasher,1,0,none,505,san antonio,tx,874
"cable or satellite,dishwasher,gated,internet access,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",505,dallas,tx,675
"ac,cable or satellite,wood floors",1,1,"cats,dogs",505,san antonio,tx,675
NA,1,1,cats,505,houston,tx,674
NA,1,1,none,505,carbondale,il,495
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,view",1,2,"cats,dogs",506,nashville,tn,1630
"gym,patio/deck",1,2,none,506,seattle,wa,1095
"dishwasher,parking,pool",1,1,none,506,austin,tx,855
NA,1,3,"cats,dogs",507,austin,tx,1297
"cable or satellite,clubhouse,internet access,parking,playground,refrigerator",1,1,"cats,dogs",507,norwich,ct,850
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,1,cats,507,lubbock,tx,822
refrigerator,1,1,"cats,dogs",508,san francisco,ca,2995
NA,1,1,"cats,dogs",508,portland,or,1350
NA,1,1,none,508,austin,tx,1299
NA,1,1,"cats,dogs",508,portland,or,1200
NA,1,2,none,508,austin,tx,1050
"dishwasher,parking,refrigerator",1,2,"cats,dogs",508,dallas,tx,775
"cable or satellite,clubhouse,dishwasher,doorman,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator,storage,tennis",1,1,"cats,dogs",509,orlando,fl,973
NA,1,1,"cats,dogs",510,seattle,wa,2050
"parking,storage",1,1,none,510,bothell,wa,1640
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",510,portland,or,1450
"basketball,gym,internet access,pool",1,3,none,510,lynnwood,wa,1443
pool,1,1,"cats,dogs",510,north miami,fl,1246
"hot tub,patio/deck,pool,refrigerator,tennis",1,1,"cats,dogs",510,orlando,fl,1239
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,3,"cats,dogs",510,madison,wi,1225
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",510,milwaukee,wi,1125
NA,1,1,none,510,lincoln,ne,1050
"gym,parking,pool,storage",1,1,none,510,new london,ct,1002
"cable or satellite,clubhouse,dishwasher,garbage disposal,gated,internet access,parking,patio/deck,refrigerator,storage",1,3,"cats,dogs",510,orlando,fl,839
"cable or satellite,dishwasher,internet access,parking,pool,refrigerator",1,1,"cats,dogs",510,san antonio,tx,770
"patio/deck,pool",1,1,"cats,dogs",510,tyler,tx,602
NA,1,1,cats,510,houston,tx,600
"patio/deck,pool",1,1,"cats,dogs",510,tyler,tx,577
"patio/deck,pool,washer dryer",1,1,"cats,dogs",510,tyler,tx,577
"cable or satellite,dishwasher,internet access,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",510,springfield,mo,565
"ac,clubhouse,dishwasher,elevator,garbage disposal,gym,internet access,parking,patio/deck,refrigerator,storage,washer dryer",1,2,"cats,dogs",511,east orange,nj,1755
"dishwasher,elevator,patio/deck,pool,refrigerator,storage,view",1,3,none,511,chicago,il,1707
NA,1,1,none,511,champaign,il,720
NA,1,1,"cats,dogs",512,minneapolis,mn,1350
NA,1,2,"cats,dogs",512,bellingham,wa,1050
NA,1,1,cats,512,baton rouge,la,994
"hot tub,pool",1,1,none,512,austin,tx,994
NA,1,1,"cats,dogs",512,austin,tx,902
"cable or satellite,clubhouse,garbage disposal,internet access,parking,refrigerator",1,1,cats,512,bloomington,in,840
"parking,refrigerator",1,1,none,512,pittsburgh,pa,755
NA,1,1,"cats,dogs",513,washington,dc,1799
NA,1,1,"cats,dogs",513,san luis obispo,ca,1575
NA,1,2,none,513,austin,tx,850
NA,1,2,none,514,chicago,il,1850
NA,1,0,none,514,san diego,ca,1799
"dishwasher,elevator,internet access,parking,refrigerator",1,1,"cats,dogs",514,milford,ct,1745
parking,1,1,none,514,hackensack,nj,1375
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,internet access,parking,refrigerator,storage",1,3,"cats,dogs",514,lawrence,ma,1300
"pool,tennis",1,1,none,514,austin,tx,1009
NA,1,2,none,515,chicago,il,1900
"clubhouse,gym,parking,pool",1,2,none,515,kearny,nj,1680
luxury,1,2,none,515,baltimore,md,1305
"basketball,cable or satellite,clubhouse,dishwasher,elevator,fireplace,garbage disposal,internet access,parking,pool,refrigerator,storage",1,3,"cats,dogs",515,pawtucket,ri,1190
NA,1,1,"cats,dogs",515,chicago,il,1155
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,refrigerator",1,2,"cats,dogs",515,bloomington,in,1120
NA,1,2,"cats,dogs",515,brighton,co,1000
pool,1,1,"cats,dogs",515,dallas,tx,820
NA,1,1,none,515,omaha,ne,725
"alarm,cable or satellite,dishwasher,garbage disposal,gated,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",515,houston,tx,694
"cable or satellite,dishwasher,internet access,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",515,springfield,mo,555
"basketball,dishwasher,internet access,patio/deck,pool,refrigerator",1,3,"cats,dogs",515,springfield,mo,550
NA,1,4,cats,515,springfield,mo,545
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",515,springfield,mo,545
"dishwasher,parking,pool",1,3,none,516,austin,tx,1374
"clubhouse,gym,pool,washer dryer,wood floors",1,1,none,516,austin,tx,1130
NA,1,3,"cats,dogs",516,austin,tx,1000
"dishwasher,parking,pool",1,1,none,516,austin,tx,974
"cable or satellite,internet access,tv,washer dryer",1,2,none,516,walla walla,wa,970
NA,1,3,cats,517,lone tree,co,1352
parking,1,1,"cats,dogs",517,chicago,il,1250
"dishwasher,hot tub,patio/deck,pool,refrigerator",1,2,"cats,dogs",517,orlando,fl,949
dishwasher,1,1,none,517,san antonio,tx,896
NA,1,2,none,518,austin,tx,1609
NA,1,2,"cats,dogs",518,austin,tx,1600
"dishwasher,fireplace,patio/deck,pool",1,1,"cats,dogs",518,everett,wa,1305
"gym,internet access,refrigerator",1,1,"cats,dogs",518,dallas,tx,1060
"storage,washer dryer,wood floors",1,1,none,518,austin,tx,909
"dishwasher,parking,pool",1,1,none,518,austin,tx,905
"dishwasher,parking,pool",1,1,none,518,austin,tx,850
NA,1,1,"cats,dogs",518,san antonio,tx,849
"dishwasher,fireplace,garbage disposal,parking,patio/deck,playground,pool,refrigerator,storage",1,1,"cats,dogs",518,arlington,tx,599
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,gated,internet access,parking,patio/deck,refrigerator",1,1,"cats,dogs",519,washington,dc,2749
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator",1,1,none,519,west lafayette,in,1099
"cable or satellite,internet access,patio/deck,playground,pool,refrigerator,tennis",1,2,"cats,dogs",519,orlando,fl,1009
"ac,cable or satellite,clubhouse,dishwasher,fireplace,gated,gym,internet access,parking,patio/deck,playground,pool,storage,tennis,washer dryer",1,1,"cats,dogs",519,smyrna,ga,991
"dishwasher,garbage disposal,parking,refrigerator",1,1,none,519,houston,tx,570
"dishwasher,garbage disposal,internet access,pool,refrigerator",1,2,"cats,dogs",519,houston,tx,565
NA,1,1,none,520,honolulu,hi,1780
NA,1,0,"cats,dogs",520,washington,dc,1772
"ac,cable or satellite,parking",1,1,none,520,pasadena,ca,1625
"cable or satellite,dishwasher,hot tub,internet access,patio/deck,pool,refrigerator,storage",1,2,"cats,dogs",520,denver,co,1458
refrigerator,1,1,none,520,orange,ca,1400
NA,1,2,none,520,saint paul,mn,1400
"dishwasher,parking,pool",1,1,none,520,round rock,tx,920
NA,1,1,"cats,dogs",520,colorado springs,co,880
NA,1,4,none,520,austin,tx,879
"dishwasher,parking,pool",1,1,none,520,austin,tx,850
"cable or satellite,internet access,parking,refrigerator,storage",1,1,cats,520,milwaukee,wi,845
NA,1,1,none,520,austin,tx,830
NA,1,1,none,520,ellensburg,wa,825
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,hot tub,internet access,parking,patio/deck,pool,refrigerator,tennis",1,1,"cats,dogs",520,omaha,ne,757
NA,1,1,none,520,des moines,ia,750
NA,1,1,"cats,dogs",520,spokane,wa,725
"cable or satellite,dishwasher,parking,patio/deck,pool,refrigerator",1,3,"cats,dogs",520,abilene,tx,635
"cable or satellite,clubhouse,dishwasher,elevator,hot tub,internet access,parking,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",520,springfield,mo,610
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",521,milwaukee,wi,1182
NA,1,2,none,522,austin,tx,1805
NA,1,2,"cats,dogs",522,austin,tx,1805
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,gated,parking,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",522,weymouth,ma,1802
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",522,south weymouth,ma,1724
NA,1,2,none,522,south weymouth,ma,1662
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,hot tub,internet access,parking,patio/deck,playground,pool,refrigerator,storage",1,3,"cats,dogs",522,vancouver,wa,1085
NA,1,1,"cats,dogs",522,doylestown,pa,999
dishwasher,1,1,none,522,san antonio,tx,860
"cable or satellite,internet access,parking,playground,pool,refrigerator",1,1,"cats,dogs",522,san antonio,tx,805
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage,tv",1,3,"cats,dogs",522,springfield,mo,555
"basketball,cable or satellite,clubhouse,dishwasher,elevator,fireplace,garbage disposal,internet access,parking,pool,refrigerator,storage",1,4,"cats,dogs",523,nashua,nh,1135
"dishwasher,parking,patio/deck",1,2,none,523,urbana,il,930
NA,1,2,none,524,austin,tx,1530
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,refrigerator,tv",1,1,none,524,columbia,mo,1199
pool,1,2,"cats,dogs",524,dallas,tx,1121
NA,1,2,"cats,dogs",525,san diego,ca,2195
"cable or satellite,elevator,gated,gym,refrigerator",1,1,"cats,dogs",525,los angeles,ca,1705
"cable or satellite,elevator,gated,gym,refrigerator",1,1,"cats,dogs",525,los angeles,ca,1705
NA,1,1,"cats,dogs",525,centennial,co,1650
NA,1,0,none,525,long beach,ca,1585
"dishwasher,parking,pool",1,1,none,525,austin,tx,1500
NA,1,1,none,525,austin,tx,1455
"dishwasher,parking,refrigerator",1,1,cats,525,chicago,il,1370
NA,1,1,none,525,ontario,ca,1370
NA,1,1,"cats,dogs",525,richardson,tx,1325
NA,1,1,"cats,dogs",525,atlanta,ga,1250
NA,1,1,"cats,dogs",525,san antonio,tx,1200
NA,1,1,"cats,dogs",525,overland park,ks,1175
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,0,"cats,dogs",525,houston,tx,1150
NA,1,1,"cats,dogs",525,portland,or,1125
NA,1,1,"cats,dogs",525,wichita,ks,1100
"gym,patio/deck,pool,storage",1,1,"cats,dogs",525,groton,ct,1066
"dishwasher,gated,parking,patio/deck,pool,refrigerator,tennis",1,1,"cats,dogs",525,dallas,tx,1059
dishwasher,1,3,none,525,kyle,tx,1000
NA,1,3,none,525,round rock,tx,950
"cable or satellite,dishwasher,parking,patio/deck,refrigerator",1,1,"cats,dogs",525,buffalo,ny,915
NA,1,1,"cats,dogs",525,austin,tx,905
"cable or satellite,clubhouse,dishwasher,fireplace,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",525,dallas,tx,900
pool,1,1,none,525,austin,tx,899
NA,1,1,none,525,austin,tx,850
NA,1,1,"cats,dogs",525,omaha,ne,840
"cable or satellite,clubhouse,dishwasher,garbage disposal,gated,internet access,parking,refrigerator",1,1,none,525,springfield,mo,830
"dishwasher,elevator,parking,refrigerator",1,1,cats,525,cincinnati,oh,815
"dishwasher,parking,patio/deck,refrigerator",1,1,"cats,dogs",525,saint louis,mo,750
"cable or satellite,dishwasher,garbage disposal,parking,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",525,o fallon,mo,745
"gym,parking,pool",1,1,none,525,dallas,tx,741
NA,1,1,"cats,dogs",525,omaha,ne,700
"cable or satellite,dishwasher,garbage disposal,internet access,patio/deck,playground,refrigerator,storage",1,1,"cats,dogs",525,brownsburg,in,695
NA,1,1,"cats,dogs",525,tulsa,ok,515
"cable or satellite,dishwasher,internet access,refrigerator",1,0,"cats,dogs",526,los angeles,ca,2130
"parking,pool",1,1,"cats,dogs",526,boston,ma,2117
"dishwasher,elevator,garbage disposal,parking,patio/deck,pool,refrigerator,storage",1,2,"cats,dogs",526,golden valley,mn,1400
"dishwasher,parking,pool",1,1,none,526,austin,tx,1084
"cable or satellite,dishwasher,patio/deck,playground,refrigerator,storage",1,1,"cats,dogs",526,fort worth,tx,915
"dishwasher,elevator,internet access,parking,pool,refrigerator",1,1,none,527,austin,tx,1560
NA,1,3,"cats,dogs",527,san antonio,tx,1085
"dishwasher,internet access,parking,pool,refrigerator",1,1,"cats,dogs",527,austin,tx,1030
"clubhouse,gym,pool,wood floors",1,1,none,527,austin,tx,980
"garbage disposal,parking,refrigerator,storage",1,1,cats,527,urbandale,ia,680
"cable or satellite,dishwasher,garbage disposal,internet access,parking,pool,refrigerator",1,1,"cats,dogs",527,houston,tx,590
"ac,clubhouse,dishwasher,internet access,patio/deck,pool,refrigerator,washer dryer",1,1,"cats,dogs",527,oklahoma city,ok,559
"dishwasher,parking,pool,refrigerator",1,1,"cats,dogs",528,san antonio,tx,1055
"ac,cable or satellite,clubhouse,elevator,gym,playground,pool,refrigerator,tennis",1,1,"cats,dogs",528,oaklyn,nj,990
dishwasher,1,1,none,528,san antonio,tx,975
NA,1,1,none,528,pflugerville,tx,965
NA,1,3,"cats,dogs",528,fargo,nd,895
"parking,pool",1,1,none,528,tyler,tx,715
"cable or satellite,clubhouse,dishwasher,fireplace,gated,parking,patio/deck,pool,refrigerator,storage,view",1,1,"cats,dogs",528,houston,tx,698
"dishwasher,refrigerator",1,1,"cats,dogs",529,san francisco,ca,3900
NA,1,2,none,529,austin,tx,1616
"dishwasher,parking,pool",1,1,none,529,austin,tx,1405
NA,1,2,none,529,austin,tx,1399
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator",1,1,none,529,austin,tx,1125
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator",1,1,none,529,austin,tx,1125
"parking,pool",1,0,none,529,houston,tx,995
NA,1,1,cats,530,glendale,ca,2050
"cable or satellite,dishwasher,internet access,patio/deck,refrigerator",1,1,none,530,washington,dc,1850
NA,1,1,"cats,dogs",530,seattle,wa,1750
NA,1,0,"cats,dogs",530,silver spring,md,1489
"cable or satellite,clubhouse,dishwasher,elevator,fireplace,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,2,"cats,dogs",530,minneapolis,mn,1425
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,refrigerator",1,1,"cats,dogs",530,flagstaff,az,1375
NA,1,1,none,530,austin,tx,1368
NA,1,1,none,530,upland,ca,1355
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,2,"cats,dogs",530,minneapolis,mn,1350
"gym,pool",1,1,none,530,san antonio,tx,1343
"basketball,cable or satellite,dishwasher,elevator,fireplace,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,2,"cats,dogs",530,plymouth,mn,1245
NA,1,2,"cats,dogs",530,danbury,ct,1195
"parking,patio/deck,playground,pool,refrigerator,tennis",1,1,"cats,dogs",530,winter park,fl,1149
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage",1,1,"cats,dogs",530,odessa,tx,1105
NA,1,1,none,530,san antonio,tx,945
garbage disposal,1,1,none,530,portsmouth,va,838
"cable or satellite,clubhouse,parking,patio/deck,refrigerator",1,1,"cats,dogs",530,davenport,ia,640
NA,1,2,none,531,austin,tx,1258
NA,1,3,"cats,dogs",531,bismarck,nd,800
"cable or satellite,dishwasher,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",531,saint louis,mo,775
"hot tub,parking,patio/deck,pool",1,2,none,532,pasadena,ca,2220
"cable or satellite,dishwasher,patio/deck,refrigerator",1,2,"cats,dogs",532,null,null,1840
"cable or satellite,clubhouse,dishwasher,internet access,patio/deck,pool,refrigerator,storage",1,3,"cats,dogs",532,menomonee falls,wi,1095
"dishwasher,parking,pool",1,1,none,532,austin,tx,962
"dishwasher,garbage disposal,refrigerator",1,1,none,532,saginaw,mi,575
wood floors,1,2,none,533,jersey city,nj,2667
"cable or satellite,dishwasher,internet access,parking,patio/deck,pool,refrigerator",1,2,"cats,dogs",533,arlington,va,2100
"cable or satellite,dishwasher,elevator,garbage disposal,internet access,parking,patio/deck,refrigerator,storage",1,1,"cats,dogs",533,portland,or,1295
NA,1,2,none,533,rochester,mn,1130
"dishwasher,internet access,parking,patio/deck,refrigerator",1,2,"cats,dogs",533,richmond,va,1035
NA,1,1,none,533,austin,tx,859
"parking,playground,storage",1,1,none,534,springfield,nj,1537
"ac,cable or satellite,dishwasher,playground,refrigerator,washer dryer",1,1,"cats,dogs",534,springfield,nj,1416
parking,1,2,"cats,dogs",534,tigard,or,1252
"cable or satellite,dishwasher,internet access,parking,patio/deck,refrigerator",1,1,cats,534,west lafayette,in,920
NA,1,1,"cats,dogs",534,san antonio,tx,815
"cable or satellite,dishwasher,garbage disposal,gated,internet access,parking,refrigerator,storage",1,1,cats,535,cambridge,ma,2775
pool,1,2,"cats,dogs",535,arlington,va,2150
NA,1,2,none,535,austin,tx,1269
"gym,parking,pool,storage",1,2,none,535,austin,tx,1233
"dishwasher,doorman,pool,refrigerator,view",1,1,"cats,dogs",535,chicago,il,1119
NA,1,2,"cats,dogs",535,englewood,co,969
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,3,"cats,dogs",535,null,null,785
NA,1,1,none,535,albuquerque,nm,750
NA,1,1,"cats,dogs",535,albuquerque,nm,750
ac,1,1,cats,535,beachwood,oh,660
"clubhouse,fireplace,gym,pool,washer dryer",1,1,none,535,norman,ok,594
"cable or satellite,clubhouse,dishwasher,doorman,elevator,garbage disposal,golf,internet access,parking,patio/deck,pool,refrigerator,storage,view",1,2,"cats,dogs",536,east boston,ma,2435
"dishwasher,parking,patio/deck,pool,refrigerator",1,3,"cats,dogs",536,golden valley,mn,1405
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,golf,hot tub,internet access,parking,pool,refrigerator,storage",1,1,"cats,dogs",536,gaithersburg,md,1295
"clubhouse,dishwasher,elevator,parking,patio/deck,pool,refrigerator,storage",1,2,"cats,dogs",536,bloomington,mn,1290
NA,1,1,cats,536,seattle,wa,1275
"parking,patio/deck,pool",1,2,none,536,fort collins,co,1255
NA,1,2,"cats,dogs",536,lawrence,ks,930
pool,1,1,"cats,dogs",536,houston,tx,785
"cable or satellite,parking,patio/deck,playground,pool,refrigerator",1,1,"cats,dogs",536,port arthur,tx,400
"cable or satellite,clubhouse,dishwasher,internet access,patio/deck,pool",1,1,none,537,san antonio,tx,1940
"cable or satellite,dishwasher,elevator,garbage disposal,hot tub,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",537,san diego,ca,1450
NA,1,1,"cats,dogs",537,minneapolis,mn,1395
"gym,pool",1,2,none,537,dallas,tx,1340
NA,1,1,"cats,dogs",537,decatur,ga,1195
storage,1,1,none,537,austin,tx,999
"fireplace,gym,hot tub,patio/deck",1,1,none,537,austin,tx,840
NA,1,1,"cats,dogs",538,san francisco,ca,3800
NA,1,1,"cats,dogs",538,denver,co,1500
NA,1,1,"cats,dogs",538,portland,or,1250
"basketball,dishwasher,patio/deck,pool,refrigerator",1,3,"cats,dogs",538,winter park,fl,989
"dishwasher,parking,patio/deck",1,2,none,538,urbana,il,910
"basketball,clubhouse,dishwasher,patio/deck,pool,refrigerator,tennis,washer dryer",1,1,none,538,longview,tx,624
"dishwasher,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",539,orlando,fl,819
"patio/deck,pool",1,1,"cats,dogs",539,houston,tx,535
NA,1,1,"cats,dogs",540,san diego,ca,1795
"clubhouse,dishwasher,parking,patio/deck,refrigerator",1,1,"cats,dogs",540,kirkland,wa,1615
"cable or satellite,dishwasher,garbage disposal,internet access,refrigerator",1,1,"cats,dogs",540,baltimore,md,1600
NA,1,2,none,540,duarte,ca,1499
"dishwasher,parking,patio/deck",1,2,"cats,dogs",540,minneapolis,mn,1450
"cable or satellite,dishwasher,elevator,internet access,parking,patio/deck,refrigerator",1,1,none,540,chapel hill,nc,1400
"clubhouse,dishwasher,elevator,garbage disposal,parking,patio/deck,refrigerator,storage",1,1,dogs,540,saint paul,mn,1400
"gated,parking,patio/deck",1,1,"cats,dogs",540,tampa,fl,1399
"clubhouse,dishwasher,elevator,garbage disposal,hot tub,parking,patio/deck,pool,refrigerator",1,2,"cats,dogs",540,saint paul,mn,1250
"internet access,parking,refrigerator",1,1,"cats,dogs",540,raleigh,nc,1200
"alarm,basketball,cable or satellite,clubhouse,dishwasher,elevator,fireplace,garbage disposal,internet access,parking,patio/deck,pool,refrigerator,storage,view",1,2,"cats,dogs",540,eden prairie,mn,1161
"dishwasher,elevator,fireplace,garbage disposal,hot tub,internet access,parking,patio/deck,refrigerator,storage",1,2,"cats,dogs",540,minneapolis,mn,1111
"parking,refrigerator",1,1,"cats,dogs",540,orlando,fl,1099
"gym,parking,pool",1,1,none,540,austin,tx,960
"dishwasher,fireplace,patio/deck",1,1,"cats,dogs",540,anchorage,ak,920
"dishwasher,parking,pool",1,1,none,540,round rock,tx,840
"cable or satellite,clubhouse,dishwasher,fireplace,garbage disposal,gym,patio/deck,refrigerator,storage,washer dryer",1,2,"cats,dogs",540,euless,tx,835
"cable or satellite,dishwasher,garbage disposal,internet access,parking,pool,refrigerator",1,1,"cats,dogs",540,bloomington,in,805
NA,1,1,none,540,yakima,wa,770
"cable or satellite,dishwasher,internet access,parking,pool,refrigerator",1,1,"cats,dogs",540,grand rapids,mi,720
NA,1,1,none,540,champaign,il,710
"cable or satellite,garbage disposal,parking,refrigerator,storage",1,1,cats,540,saint louis,mo,650
"cable or satellite,clubhouse,dishwasher,garbage disposal,internet access,parking,patio/deck,pool,refrigerator",1,1,"cats,dogs",540,norman,ok,620
patio/deck,1,1,"cats,dogs",540,beloit,wi,609
"dishwasher,garbage disposal,parking,refrigerator,storage",1,1,"cats,dogs",540,west lafayette,in,599
"parking,refrigerator",1,1,none,540,west lafayette,in,599
"dishwasher,refrigerator",1,1,"cats,dogs",541,san francisco,ca,3395
"cable or satellite,clubhouse,dishwasher,elevator,garbage disposal,hot tub,internet access,parking,patio/deck,pool,refrigerator,storage",1,2,"cats,dogs",541,minneapolis,mn,1276
dishwasher,1,1,none,541,green bay,wi,725
NA,1,1,cats,542,redondo beach,ca,2195
"dishwasher,playground,pool,storage",1,1,none,542,glen burnie,md,1028
"gym,parking,pool,storage",1,1,none,542,austin,tx,883
"dishwasher,garbage disposal,parking,refrigerator",1,2,"cats,dogs",542,omaha,ne,825
"dishwasher,parking,refrigerator",1,1,"cats,dogs",542,boise,id,772
NA,1,1,"cats,dogs",542,lubbock,tx,550
"gym,pool,washer dryer",1,2,none,543,los angeles,ca,2184
"parking,patio/deck,pool",1,1,"cats,dogs",543,sugar land,tx,922
"cable or satellite,internet access,refrigerator",1,1,"cats,dogs",543,kansas city,mo,745
"clubhouse,fireplace,internet access,pool,washer dryer,wood floors",1,1,none,544,austin,tx,1265
dishwasher,1,1,"cats,dogs",544,eagle river,ak,940
NA,1,1,"cats,dogs",544,denton,tx,899
"cable or satellite,clubhouse,dishwasher,garbage disposal,golf,internet access,parking,pool,refrigerator",1,1,"cats,dogs",544,lincoln,ne,754
"gym,playground,pool",1,1,"cats,dogs",544,tyler,tx,665
NA,1,1,"cats,dogs",545,washington,dc,1965
"cable or satellite,dishwasher,doorman,elevator,internet access,parking,patio/deck,pool,refrigerator",1,2,cats,545,chicago,il,1576
"dishwasher,parking,patio/deck,storage",1,1,"cats,dogs",545,chicago,il,1505
NA,1,1,"cats,dogs",545,philadelphia,pa,1475
"dishwasher,fireplace,parking,pool,refrigerator",1,3,"cats,dogs",545,dallas,tx,1310
"dishwasher,patio/deck,pool",1,3,"cats,dogs",545,oklahoma city,ok,1050
NA,1,1,"cats,dogs",545,salt lake city,ut,1025
NA,1,1,"cats,dogs",545,omaha,ne,835
"gym,pool",1,2,none,546,los angeles,ca,2680
"gym,pool",1,2,"cats,dogs",546,los angeles,ca,2265
NA,1,1,"cats,dogs",546,la verne,ca,1565
